shipment_id,order_id,carrier,ship_mode,origin_country,destination_country,dispatch_date,estimated_arrival,actual_arrival,freight_cost,weight_kg,delivery_status,delay_days
SHIP00205,ORD01829,DHL,Sea,Malaysia,Germany,2022-04-29,2022-05-30,2022-05-30,1068.95,1149.98,Delivered,0.0
SHIP00206,ORD04468,FedEx,Sea,India,Japan,2022-07-30,2022-08-25,2022-09-20,250.38,126.05,Delayed,26.0
SHIP00207,ORD00988,DB Schenker,Air,China,Australia,2023-12-04,2023-12-11,2023-12-22,13862.65,2148.38,Delayed,11.0
SHIP00208,ORD03464,FedEx,Sea,Vietnam,Thailand,2023-04-14,2023-04-29,2023-05-12,218.36,84.44,Delivered,13.0
SHIP00209,ORD03730,Blue Dart,Sea,Malaysia,Netherlands,2022-12-03,2023-01-07,2023-01-12,1478.83,1826.2,Delivered,5.0
SHIP00210,ORD00575,Blue Dart,Sea,Vietnam,Australia,2024-02-08,2024-03-24,2024-03-24,6030.08,8082.21,Delivered,0.0
SHIP00211,ORD03795,DB Schenker,Road,Vietnam,Thailand,2022-02-20,2022-02-23,2022-02-23,2215.44,996.38,Delivered,0.0
SHIP00212,ORD01879,FedEx,Air,China,Japan,2024-09-03,2024-09-06,,6271.99,907.54,In Transit,
SHIP00213,ORD01054,FedEx,Air,China,Italy,2022-08-24,2022-08-31,2022-08-31,35948.61,5499.99,Delivered,0.0
SHIP00214,ORD04438,Nippon Express,Air,China,Indonesia,2023-10-03,2023-10-08,2023-10-26,21226.07,3002.92,Delayed,18.0
SHIP00215,ORD02103,FedEx,Rail,India,Thailand,2022-06-17,2022-06-28,2022-07-03,1838.98,1141.38,Delivered,5.0
SHIP00216,ORD00198,Nippon Express,Air,Malaysia,Netherlands,2022-03-24,2022-03-28,2022-04-04,7704.27,1304.25,Delivered,7.0
SHIP00217,ORD02245,DHL,Sea,China,Japan,2022-04-08,2022-05-20,2022-05-20,626.76,602.28,Delivered,0.0
SHIP00218,ORD04062,FedEx,Sea,China,Indonesia,2022-01-27,2022-02-13,2022-02-13,510.89,446.47,Delivered,0.0
SHIP00219,ORD00199,Blue Dart,Sea,Malaysia,France,2023-10-03,2023-11-13,,179.56,40.9,In Transit,
SHIP00220,ORD00870,Nippon Express,Sea,India,Germany,2022-11-05,2022-11-24,2022-11-24,410.37,353.25,Delivered,0.0
SHIP00221,ORD00173,DB Schenker,Sea,Vietnam,UAE,2023-11-07,2023-12-19,,195.9,52.17,Lost,
SHIP00222,ORD03576,DHL,Air,China,Indonesia,2024-03-11,2024-03-15,2024-03-23,133.27,10.89,Delivered,8.0
SHIP00223,ORD00704,DHL,Road,Malaysia,Thailand,2024-09-13,2024-09-20,2024-10-09,40.89,0.39,Delayed,19.0
SHIP00224,ORD00459,DB Schenker,Air,Vietnam,Netherlands,2024-03-15,2024-03-21,2024-03-28,2168.46,319.92,Delivered,7.0
SHIP00225,ORD01961,DHL,Air,Vietnam,Netherlands,2024-02-16,2024-02-23,,4011.54,563.31,In Transit,
SHIP00226,ORD01425,DB Schenker,Air,Vietnam,Singapore,2022-09-09,2022-09-15,2022-09-15,1279.98,195.98,Delivered,0.0
SHIP00227,ORD00779,Maersk,Air,Malaysia,Australia,2022-10-28,2022-11-02,2022-11-02,554.44,71.05,Delivered,0.0
SHIP00228,ORD02908,Nippon Express,Sea,Malaysia,Thailand,2024-05-03,2024-06-15,2024-06-15,563.86,562.71,Delivered,0.0
SHIP00229,ORD02954,FedEx,Sea,India,Australia,2024-07-25,2024-08-15,2024-08-15,4125.56,4538.4,Delivered,0.0
SHIP00230,ORD00792,DHL,Sea,China,Italy,2024-11-16,2024-12-18,2025-01-05,196.24,54.35,Delayed,18.0
SHIP00231,ORD02872,Maersk,Sea,Vietnam,UAE,2024-10-26,2024-11-25,2024-12-08,492.82,475.88,Delivered,13.0
SHIP00232,ORD02330,DB Schenker,Air,Vietnam,India,2024-05-19,2024-05-25,2024-05-25,931.65,147.05,Delivered,0.0
SHIP00233,ORD00664,FedEx,Sea,China,Canada,2023-10-06,2023-11-15,,1311.25,1583.01,In Transit,
SHIP00234,ORD02887,DB Schenker,Sea,Vietnam,South Korea,2023-11-21,2023-12-07,2023-12-07,739.14,710.32,Delivered,0.0
SHIP00235,ORD01772,DB Schenker,Sea,Malaysia,France,2023-01-22,2023-02-12,2023-02-12,172.36,26.96,Delivered,0.0
SHIP00236,ORD00292,DB Schenker,Air,China,UK,2023-08-09,2023-08-16,,18832.64,3152.1,In Transit,
SHIP00237,ORD03089,DHL,Sea,China,Germany,2024-09-03,2024-10-15,2024-10-15,365.75,272.5,Delivered,0.0
SHIP00238,ORD04816,Maersk,Air,China,Japan,2024-04-02,2024-04-05,2024-04-05,12589.66,2034.38,Delivered,0.0
SHIP00239,ORD01810,DHL,Sea,Malaysia,Australia,2023-06-13,2023-07-20,2023-08-04,583.17,552.62,Delayed,15.0
SHIP00240,ORD04704,FedEx,Air,Vietnam,UK,2024-01-29,2024-02-02,2024-02-02,2991.93,475.88,Delivered,0.0
SHIP00241,ORD00322,Maersk,Air,India,Germany,2022-09-21,2022-09-27,2022-09-27,2051.42,311.61,Delivered,0.0
SHIP00242,ORD01649,FedEx,Sea,China,Netherlands,2023-05-04,2023-06-06,2023-06-13,259.67,133.3,Delayed,7.0
SHIP00243,ORD04592,DHL,Sea,India,Germany,2023-04-23,2023-05-17,,187.09,49.81,In Transit,
SHIP00244,ORD01422,Blue Dart,Air,Vietnam,USA,2022-07-01,2022-07-05,2022-07-05,31600.67,5142.1,Delivered,0.0
SHIP00245,ORD01199,Nippon Express,Sea,Vietnam,USA,2024-02-20,2024-03-07,2024-03-07,166.55,21.3,Delivered,0.0
SHIP00246,ORD02698,Nippon Express,Air,Malaysia,Singapore,2024-10-18,2024-10-23,2024-11-17,31137.29,4362.46,Delayed,25.0
SHIP00247,ORD00823,Maersk,Sea,Vietnam,Australia,2023-10-12,2023-11-03,2023-11-03,1950.28,2190.67,Delivered,0.0
SHIP00248,ORD00220,Nippon Express,Sea,Malaysia,South Korea,2022-06-02,2022-07-05,2022-07-15,3414.94,3768.05,Delayed,10.0
SHIP00249,ORD02686,DB Schenker,Air,Malaysia,Canada,2023-01-08,2023-01-15,2023-02-07,274.04,30.74,Delayed,23.0
SHIP00250,ORD00758,Nippon Express,Sea,Vietnam,India,2023-09-15,2023-09-30,2023-09-30,6676.8,8063.65,Delivered,0.0
SHIP00251,ORD01576,Nippon Express,Air,Vietnam,UAE,2022-12-24,2022-12-31,2023-01-16,335.3,44.34,Delayed,16.0
SHIP00252,ORD00191,DB Schenker,Air,China,Thailand,2024-07-18,2024-07-21,,2989.65,473.69,In Transit,
SHIP00253,ORD02684,DB Schenker,Air,China,UK,2023-05-31,2023-06-04,2023-06-17,9607.61,1448.85,Delayed,13.0
SHIP00254,ORD01343,FedEx,Air,India,South Korea,2023-11-06,2023-11-12,2023-11-12,9825.7,1485.46,Delivered,0.0
SHIP00255,ORD04969,DHL,Sea,Vietnam,USA,2023-08-26,2023-09-27,2023-09-27,4518.78,5396.59,Delivered,0.0
SHIP00256,ORD00687,Maersk,Air,China,Netherlands,2022-07-29,2022-08-03,2022-08-03,1413.2,213.88,Delivered,0.0
SHIP00257,ORD00733,DB Schenker,Sea,China,Canada,2023-12-16,2024-01-22,2024-01-22,170.78,24.94,Delivered,0.0
SHIP00258,ORD00173,Maersk,Air,Vietnam,UAE,2023-11-07,2023-11-10,2023-12-09,392.88,52.17,Delayed,29.0
SHIP00259,ORD02281,FedEx,Rail,Vietnam,India,2024-08-13,2024-08-26,2024-09-01,3241.66,2172.4,Delivered,6.0
SHIP00260,ORD03721,Nippon Express,Sea,Vietnam,Italy,2023-06-29,2023-08-13,2023-08-13,3354.17,4000.93,Delivered,0.0
SHIP00261,ORD00751,DHL,Air,China,Italy,2023-03-23,2023-03-27,,701.78,91.51,In Transit,
SHIP00262,ORD00651,DHL,Sea,China,India,2022-04-12,2022-05-21,2022-05-21,329.59,215.6,Delivered,0.0
SHIP00263,ORD00085,DB Schenker,Air,Vietnam,Australia,2022-06-05,2022-06-12,2022-07-05,42651.66,6165.31,Delayed,23.0
SHIP00264,ORD03021,Nippon Express,Air,India,Australia,2023-04-18,2023-04-23,2023-04-23,2784.58,416.3,Delivered,0.0
SHIP00265,ORD04120,DHL,Sea,India,France,2024-02-11,2024-03-07,2024-03-25,912.11,944.34,Delayed,18.0
SHIP00266,ORD04885,Maersk,Air,India,Canada,2022-04-19,2022-04-25,2022-04-25,15351.45,2194.45,Delivered,0.0
SHIP00267,ORD04356,Nippon Express,Air,Vietnam,Singapore,2023-11-10,2023-11-14,2023-11-14,638.5,95.78,Delivered,0.0
SHIP00268,ORD03809,Blue Dart,Sea,China,France,2022-07-29,2022-09-08,2022-09-08,636.5,556.72,Delivered,0.0
SHIP00269,ORD04708,DB Schenker,Air,Vietnam,USA,2022-02-19,2022-02-25,2022-02-25,917.31,131.36,Delivered,0.0
SHIP00270,ORD03016,Maersk,Air,Vietnam,Thailand,2024-05-02,2024-05-07,2024-05-07,64.64,0.74,Delivered,0.0
SHIP00271,ORD04341,DHL,Sea,Vietnam,Netherlands,2024-01-12,2024-02-24,2024-02-24,3445.54,4277.97,Delivered,0.0
SHIP00272,ORD02439,Maersk,Air,Vietnam,Mexico,2023-02-04,2023-02-08,2023-02-09,2492.3,411.93,Delivered,1.0
SHIP00273,ORD00385,Nippon Express,Sea,Vietnam,Australia,2022-07-03,2022-08-04,2022-08-04,1265.87,1456.46,Delivered,0.0
SHIP00274,ORD00453,Maersk,Sea,China,Canada,2022-06-30,2022-07-28,2022-08-01,5607.61,6921.85,Delivered,4.0
SHIP00275,ORD01101,DB Schenker,Air,China,USA,2023-01-26,2023-01-29,2023-02-09,3967.22,577.93,Delayed,11.0
SHIP00276,ORD03520,DHL,Air,China,Australia,2022-12-03,2022-12-09,,604.99,87.72,In Transit,
SHIP00277,ORD04604,Maersk,Sea,Vietnam,Italy,2024-09-18,2024-10-07,,829.51,823.42,In Transit,
SHIP00278,ORD00497,Maersk,Sea,China,Italy,2023-11-28,2023-12-29,2023-12-29,581.12,528.26,Delivered,0.0
SHIP00279,ORD01535,FedEx,Air,China,Australia,2022-11-25,2022-12-02,2022-12-02,1209.86,178.81,Delivered,0.0
SHIP00280,ORD00254,Nippon Express,Air,China,Japan,2022-05-05,2022-05-08,2022-05-08,4182.9,703.25,Delivered,0.0
SHIP00281,ORD03414,DB Schenker,Sea,China,Thailand,2022-02-19,2022-03-20,2022-03-20,211.01,74.93,Delivered,0.0
SHIP00282,ORD00882,DHL,Air,Malaysia,Netherlands,2024-05-21,2024-05-24,2024-05-24,8076.74,1337.63,Delivered,0.0
SHIP00283,ORD00429,Maersk,Sea,China,Italy,2023-03-28,2023-04-13,2023-04-13,278.77,178.34,Delivered,0.0
SHIP00284,ORD02151,FedEx,Sea,Vietnam,Mexico,2024-05-02,2024-05-21,2024-05-21,260.68,150.4,Delivered,0.0
SHIP00285,ORD01936,Nippon Express,Sea,India,Saudi Arabia,2022-08-25,2022-09-28,2022-10-04,312.29,216.16,Delivered,6.0
SHIP00286,ORD04537,DB Schenker,Air,India,Mexico,2022-09-04,2022-09-10,,126.69,10.29,In Transit,
SHIP00287,ORD00860,FedEx,Air,Malaysia,UK,2023-06-08,2023-06-11,2023-07-01,3588.71,516.7,Delayed,20.0
SHIP00288,ORD00439,Nippon Express,Sea,China,Italy,2022-04-15,2022-04-30,2022-04-30,2291.03,2458.05,Delivered,0.0
SHIP00289,ORD03856,Blue Dart,Sea,India,Australia,2022-11-24,2023-01-06,2023-01-06,161.46,14.97,Delivered,0.0
SHIP00290,ORD02320,DHL,Air,China,Canada,2022-09-21,2022-09-25,2022-09-25,15654.98,2371.11,Delivered,0.0
SHIP00291,ORD02342,DB Schenker,Air,India,USA,2022-08-11,2022-08-15,2022-08-28,13519.71,1884.02,Delivered,13.0
SHIP00292,ORD02390,DHL,Sea,China,Germany,2022-04-26,2022-06-08,2022-06-08,879.06,895.66,Delivered,0.0
SHIP00293,ORD01696,Nippon Express,Sea,Malaysia,South Korea,2024-01-02,2024-02-14,2024-02-14,327.28,217.69,Delivered,0.0
SHIP00294,ORD03945,Maersk,Air,India,France,2022-12-02,2022-12-06,2022-12-06,19858.96,3266.26,Delivered,0.0
SHIP00295,ORD01495,Maersk,Sea,China,Australia,2023-09-20,2023-10-05,2023-10-05,1771.42,2105.38,Delivered,0.0
SHIP00296,ORD02071,Blue Dart,Air,China,Canada,2022-12-07,2022-12-11,2022-12-11,873.02,133.34,Delivered,0.0
SHIP00297,ORD02649,Maersk,Air,Vietnam,Japan,2022-10-19,2022-10-24,2022-11-05,23641.78,3343.0,Delayed,12.0
SHIP00298,ORD00986,DHL,Air,Malaysia,UAE,2023-03-24,2023-03-29,2023-03-29,5144.32,787.85,Delivered,0.0
SHIP00299,ORD01060,DHL,Sea,India,UK,2024-09-21,2024-10-29,2024-10-29,3867.62,4783.07,Delivered,0.0
SHIP00300,ORD00434,DHL,Sea,Malaysia,Germany,2022-01-15,2022-02-19,2022-02-25,151.65,1.97,Delayed,6.0
SHIP00301,ORD02658,Maersk,Air,China,Italy,2024-06-07,2024-06-12,2024-06-12,10445.25,1648.19,Delivered,0.0
SHIP00302,ORD01641,Nippon Express,Air,Malaysia,Netherlands,2024-02-22,2024-02-28,2024-02-28,262.86,29.07,Delivered,0.0
SHIP00303,ORD00900,Blue Dart,Rail,China,India,2023-03-25,2023-04-03,2023-04-03,1982.09,1225.02,Delivered,0.0
SHIP00304,ORD03876,Maersk,Air,India,Saudi Arabia,2024-09-13,2024-09-17,2024-10-11,9440.8,1588.04,Delayed,24.0
SHIP00305,ORD02495,Nippon Express,Air,India,UAE,2022-04-09,2022-04-14,2022-04-14,4481.67,672.21,Delivered,0.0
SHIP00306,ORD01748,Nippon Express,Sea,Vietnam,UK,2024-03-10,2024-03-25,2024-03-25,4412.78,5005.69,Delivered,0.0
SHIP00307,ORD04990,Nippon Express,Rail,Vietnam,Singapore,2024-08-02,2024-08-21,2024-08-21,7893.98,4787.18,Delivered,0.0
SHIP00308,ORD04175,DB Schenker,Sea,Vietnam,Mexico,2022-05-21,2022-06-29,,182.09,41.76,In Transit,
SHIP00309,ORD04156,DHL,Air,Vietnam,France,2023-01-21,2023-01-26,2023-01-26,29326.7,4698.26,Delivered,0.0
SHIP00310,ORD02702,Nippon Express,Sea,Malaysia,Mexico,2024-11-18,2024-12-09,,199.86,61.76,In Transit,
SHIP00311,ORD02431,Nippon Express,Air,China,UAE,2024-05-19,2024-05-22,2024-05-22,407.13,59.12,Delivered,0.0
SHIP00312,ORD02620,Nippon Express,Air,China,Germany,2023-07-02,2023-07-08,2023-07-08,10574.45,1686.74,Delivered,0.0
SHIP00313,ORD02497,Blue Dart,Sea,India,Singapore,2022-01-30,2022-03-10,2022-03-10,249.45,118.02,Delivered,0.0
SHIP00314,ORD01601,DHL,Sea,Malaysia,Saudi Arabia,2023-01-06,2023-01-24,2023-02-01,2283.02,2485.73,Delivered,8.0
SHIP00315,ORD03999,DB Schenker,Air,China,Netherlands,2024-12-03,2024-12-07,2024-12-19,477.96,65.71,Delivered,12.0
SHIP00316,ORD04983,DHL,Sea,China,Indonesia,2022-05-09,2022-05-29,2022-05-29,389.75,276.66,Delivered,0.0
SHIP00317,ORD03174,Maersk,Sea,Vietnam,India,2022-03-27,2022-05-05,2022-05-31,532.19,499.42,Delayed,26.0
SHIP00318,ORD03478,DHL,Sea,China,South Korea,2024-02-07,2024-02-24,2024-03-17,312.3,223.5,Delayed,22.0
SHIP00319,ORD01149,DHL,Sea,China,Mexico,2022-07-06,2022-07-22,2022-07-29,237.53,117.26,Delivered,7.0
SHIP00320,ORD03010,Blue Dart,Sea,India,Australia,2022-06-19,2022-07-24,2022-08-05,206.86,66.22,Delivered,12.0
SHIP00321,ORD02052,FedEx,Sea,China,Germany,2022-05-14,2022-06-26,2022-06-28,1143.84,1135.94,Delayed,2.0
SHIP00322,ORD03442,Blue Dart,Sea,China,South Korea,2022-01-07,2022-02-13,2022-02-25,1634.36,1816.48,Delivered,12.0
SHIP00323,ORD00217,FedEx,Air,China,Netherlands,2024-10-07,2024-10-12,2024-10-15,8933.24,1305.12,Delivered,3.0
SHIP00324,ORD00472,DB Schenker,Sea,China,Netherlands,2022-12-31,2023-02-05,2023-02-20,1005.53,1002.33,Delayed,15.0
SHIP00325,ORD03528,DHL,Sea,India,Thailand,2023-09-05,2023-10-09,2023-10-09,4118.52,5287.62,Delivered,0.0
SHIP00326,ORD01965,FedEx,Road,Vietnam,Bangladesh,2022-09-16,2022-09-19,,2947.27,1308.45,In Transit,
SHIP00327,ORD02397,DHL,Sea,India,Australia,2022-07-28,2022-09-09,2022-09-09,5279.26,5894.99,Delivered,0.0
SHIP00328,ORD02309,Nippon Express,Air,China,Australia,2023-10-20,2023-10-23,,32263.61,5101.44,In Transit,
SHIP00329,ORD04434,FedEx,Sea,India,Italy,2022-12-05,2023-01-02,2023-01-31,372.49,253.27,Delayed,29.0
SHIP00330,ORD04559,FedEx,Sea,Vietnam,Saudi Arabia,2022-10-03,2022-10-31,,455.02,366.21,Lost,
SHIP00331,ORD01787,FedEx,Air,China,Japan,2023-12-05,2023-12-09,2023-12-09,4877.53,716.5,Delivered,0.0
SHIP00332,ORD00770,DHL,Air,Vietnam,Italy,2024-04-11,2024-04-14,,4687.28,785.86,In Transit,
SHIP00333,ORD03935,Nippon Express,Sea,Malaysia,USA,2024-11-11,2024-12-02,,2958.28,3891.48,In Transit,
SHIP00334,ORD03993,DHL,Sea,India,USA,2022-12-16,2023-01-04,2023-01-19,1721.55,2108.59,Delayed,15.0
SHIP00335,ORD03325,FedEx,Sea,Vietnam,South Korea,2023-03-22,2023-04-20,2023-04-20,591.98,508.44,Delivered,0.0
SHIP00336,ORD00442,Nippon Express,Sea,India,Thailand,2024-02-24,2024-03-29,2024-03-29,1420.81,1500.77,Delivered,0.0
SHIP00337,ORD03350,Blue Dart,Air,China,South Korea,2022-12-25,2023-01-01,2023-01-01,374.33,48.2,Delivered,0.0
SHIP00338,ORD01039,FedEx,Air,China,Australia,2024-10-18,2024-10-23,,13916.68,2135.45,In Transit,
SHIP00339,ORD03630,Blue Dart,Sea,India,South Korea,2024-05-07,2024-06-19,2024-06-28,192.22,57.02,Delayed,9.0
SHIP00340,ORD03544,DB Schenker,Sea,Malaysia,Saudi Arabia,2022-02-03,2022-03-06,2022-03-06,212.18,79.52,Delivered,0.0
SHIP00341,ORD00383,Nippon Express,Sea,India,Singapore,2022-08-12,2022-09-20,2022-09-20,235.11,114.4,Delivered,0.0
SHIP00342,ORD01274,DB Schenker,Sea,Malaysia,Australia,2024-08-30,2024-10-11,2024-10-16,878.71,954.32,Delivered,5.0
SHIP00343,ORD01064,Maersk,Air,Vietnam,USA,2022-09-16,2022-09-23,2022-09-23,7399.07,1252.76,Delivered,0.0
SHIP00344,ORD00238,FedEx,Air,Malaysia,Germany,2022-02-23,2022-02-27,2022-02-27,3085.08,476.64,Delivered,0.0
SHIP00345,ORD00838,Maersk,Sea,India,Mexico,2023-06-26,2023-07-16,2023-08-12,2011.89,2250.58,Delayed,27.0
SHIP00346,ORD04018,DHL,Sea,Malaysia,UAE,2022-10-27,2022-11-26,2022-11-29,925.9,934.86,Delayed,3.0
SHIP00347,ORD04142,DB Schenker,Air,India,India,2022-01-20,2022-01-24,2022-01-24,155.87,15.0,Delivered,0.0
SHIP00348,ORD00072,Blue Dart,Sea,Malaysia,UAE,2024-04-09,2024-05-07,2024-05-12,213.76,76.2,Delayed,5.0
SHIP00349,ORD04900,Maersk,Road,China,Singapore,2023-07-04,2023-07-12,2023-07-12,4971.33,2275.98,Delivered,0.0
SHIP00350,ORD02360,Maersk,Sea,China,Saudi Arabia,2024-09-01,2024-09-25,2024-10-09,211.96,71.68,Delayed,14.0
SHIP00351,ORD03724,FedEx,Sea,India,USA,2024-05-13,2024-06-15,,461.95,404.81,In Transit,
SHIP00352,ORD00965,Nippon Express,Air,China,Japan,2024-09-30,2024-10-04,2024-10-04,147.83,13.24,Delivered,0.0
SHIP00353,ORD00589,FedEx,Sea,Malaysia,Germany,2023-08-15,2023-09-21,2023-10-04,3427.07,4450.48,Delivered,13.0
SHIP00354,ORD03347,FedEx,Sea,China,USA,2023-08-14,2023-09-19,2023-09-19,861.04,888.77,Delivered,0.0
SHIP00355,ORD04108,DHL,Sea,India,Japan,2024-12-22,2025-02-01,2025-02-01,1292.92,1464.23,Delivered,0.0
SHIP00356,ORD04384,DB Schenker,Air,Vietnam,Japan,2024-10-25,2024-10-29,2024-11-24,24222.65,3907.21,Delayed,26.0
SHIP00357,ORD04646,Blue Dart,Sea,China,USA,2023-06-06,2023-07-20,2023-07-20,1564.67,1835.46,Delivered,0.0
SHIP00358,ORD04541,DHL,Air,Vietnam,Italy,2022-05-11,2022-05-17,2022-05-17,182.4,19.54,Delivered,0.0
SHIP00359,ORD04058,Blue Dart,Sea,India,India,2022-06-10,2022-07-23,2022-07-23,1291.16,1430.99,Delivered,0.0
SHIP00360,ORD02558,Nippon Express,Air,China,UAE,2023-12-12,2023-12-17,,7118.07,1016.09,In Transit,
SHIP00361,ORD00848,Maersk,Rail,India,Thailand,2024-01-16,2024-01-23,2024-01-23,549.23,313.63,Delivered,0.0
SHIP00362,ORD02405,DB Schenker,Air,Vietnam,Singapore,2022-07-27,2022-08-01,2022-08-01,9264.7,1503.84,Delivered,0.0
SHIP00363,ORD03920,DHL,Sea,China,Thailand,2022-06-11,2022-07-02,2022-07-18,1253.61,1509.6,Delayed,16.0
SHIP00364,ORD04478,DHL,Air,Vietnam,Saudi Arabia,2022-04-23,2022-04-30,2022-05-23,760.23,111.07,Delayed,23.0
SHIP00365,ORD03975,Nippon Express,Air,Vietnam,Singapore,2022-10-10,2022-10-15,2022-10-17,1197.82,187.93,Delivered,2.0
SHIP00366,ORD00064,Maersk,Road,India,India,2024-07-09,2024-07-17,2024-07-27,23440.94,9967.46,Delivered,10.0
SHIP00367,ORD03703,Maersk,Sea,China,Japan,2022-08-11,2022-08-31,,3973.89,4349.3,In Transit,
SHIP00368,ORD04221,DB Schenker,Air,Vietnam,Australia,2024-02-08,2024-02-13,2024-02-29,3899.39,552.18,Delayed,16.0
SHIP00369,ORD00887,DB Schenker,Sea,China,Indonesia,2023-03-29,2023-04-25,2023-05-13,3594.07,4406.72,Delayed,18.0
SHIP00370,ORD00762,FedEx,Sea,Vietnam,Saudi Arabia,2022-01-15,2022-02-16,2022-02-16,249.93,136.34,Delivered,0.0
SHIP00371,ORD01510,Nippon Express,Air,Malaysia,Canada,2024-03-21,2024-03-28,2024-03-28,3901.07,567.18,Delivered,0.0
SHIP00372,ORD04238,DB Schenker,Sea,China,Italy,2023-03-02,2023-03-28,2023-03-28,4727.05,5535.22,Delivered,0.0
SHIP00373,ORD00037,Nippon Express,Sea,China,Saudi Arabia,2022-02-13,2022-03-06,2022-03-06,183.65,46.05,Delivered,0.0
SHIP00374,ORD04680,Blue Dart,Sea,India,Japan,2023-12-20,2024-01-21,2024-01-27,382.22,274.42,Delayed,6.0
SHIP00375,ORD04916,Blue Dart,Air,India,Australia,2023-12-11,2023-12-16,,95.02,5.06,In Transit,
SHIP00376,ORD01994,DB Schenker,Air,Vietnam,USA,2024-05-08,2024-05-15,2024-06-11,4052.75,588.63,Delayed,27.0
SHIP00377,ORD01697,Blue Dart,Sea,Vietnam,Thailand,2024-07-29,2024-08-24,2024-08-24,216.8,79.86,Delivered,0.0
SHIP00378,ORD00357,Nippon Express,Sea,China,Australia,2023-09-27,2023-11-08,2023-11-08,1860.98,2060.52,Delivered,0.0
SHIP00379,ORD00916,Blue Dart,Sea,China,Singapore,2022-01-14,2022-02-28,2022-03-17,233.76,106.06,Delayed,17.0
SHIP00380,ORD02884,FedEx,Air,Vietnam,Mexico,2023-09-24,2023-09-27,2023-09-27,3035.75,447.4,Delivered,0.0
SHIP00381,ORD02547,DHL,Sea,Vietnam,UK,2024-10-07,2024-11-18,2024-11-18,153.8,4.64,Delivered,0.0
SHIP00382,ORD00189,DHL,Air,Vietnam,USA,2023-01-11,2023-01-14,2023-01-14,323.6,40.25,Delivered,0.0
SHIP00383,ORD02927,Maersk,Sea,Vietnam,UAE,2022-01-11,2022-01-29,2022-01-29,742.76,725.87,Delivered,0.0
SHIP00384,ORD03286,FedEx,Air,Vietnam,UK,2022-09-30,2022-10-07,2022-10-07,1121.19,166.61,Delivered,0.0
SHIP00385,ORD00504,DHL,Sea,China,India,2023-04-27,2023-05-14,2023-05-18,176.26,31.7,Delivered,4.0
SHIP00386,ORD01731,FedEx,Sea,China,UAE,2023-05-01,2023-05-22,2023-05-22,236.64,114.55,Delivered,0.0
SHIP00387,ORD00240,DB Schenker,Air,Vietnam,Germany,2022-02-22,2022-02-26,2022-03-04,15072.06,2157.13,Delayed,6.0
SHIP00388,ORD03583,Maersk,Road,India,India,2022-01-08,2022-01-14,,202.17,68.88,In Transit,
SHIP00389,ORD02964,Blue Dart,Air,Malaysia,Mexico,2024-10-18,2024-10-24,2024-10-29,4118.68,624.68,Delayed,5.0
SHIP00390,ORD00236,Blue Dart,Sea,Vietnam,Saudi Arabia,2022-03-11,2022-04-03,2022-04-18,163.26,16.59,Delayed,15.0
SHIP00391,ORD02138,FedEx,Air,Malaysia,Thailand,2024-03-18,2024-03-23,2024-03-23,8418.43,1312.41,Delivered,0.0
SHIP00392,ORD00151,DB Schenker,Air,India,USA,2023-05-06,2023-05-13,2023-05-13,180.14,20.33,Delivered,0.0
SHIP00393,ORD03341,DB Schenker,Sea,Malaysia,UK,2022-10-28,2022-12-02,2022-12-14,404.96,343.18,Delayed,12.0
SHIP00394,ORD02512,Maersk,Sea,Vietnam,Germany,2024-12-13,2025-01-15,2025-02-09,1803.48,1981.84,Delayed,25.0
SHIP00395,ORD01133,Blue Dart,Sea,Malaysia,Bangladesh,2024-09-22,2024-10-19,2024-10-19,410.23,350.32,Delivered,0.0
SHIP00396,ORD02024,Blue Dart,Air,Vietnam,France,2023-02-07,2023-02-11,2023-02-19,2542.74,388.8,Delayed,8.0
SHIP00397,ORD00564,Nippon Express,Sea,Vietnam,India,2023-05-05,2023-06-10,2023-06-10,1474.86,1705.81,Delivered,0.0
SHIP00398,ORD00354,Blue Dart,Air,Malaysia,UK,2022-11-24,2022-12-01,2022-12-01,5622.34,906.6,Delivered,0.0
SHIP00399,ORD04840,Blue Dart,Air,India,Canada,2022-02-18,2022-02-22,2022-02-24,439.89,58.11,Delayed,2.0
SHIP00400,ORD02268,Maersk,Sea,India,Mexico,2024-09-26,2024-11-07,2024-11-07,4276.37,5303.2,Delivered,0.0
SHIP00401,ORD01563,Blue Dart,Rail,India,Thailand,2022-05-10,2022-05-21,2022-05-21,978.69,569.56,Delivered,0.0
SHIP00402,ORD01859,Blue Dart,Sea,China,Singapore,2023-04-26,2023-05-24,2023-05-24,805.42,797.12,Delivered,0.0
SHIP00403,ORD02151,DB Schenker,Air,Vietnam,Mexico,2024-05-02,2024-05-09,2024-05-09,1033.79,150.4,Delivered,0.0
SHIP00404,ORD02406,FedEx,Sea,India,USA,2024-02-19,2024-03-14,2024-03-14,506.97,439.58,Delivered,0.0
SHIP00405,ORD00709,DHL,Air,India,Netherlands,2022-04-07,2022-04-13,2022-04-13,12935.43,2008.48,Delivered,0.0
SHIP00406,ORD04923,DHL,Sea,India,UAE,2024-01-25,2024-02-14,2024-02-14,8633.78,10035.91,Delivered,0.0
SHIP00407,ORD04944,DB Schenker,Air,India,Canada,2022-09-12,2022-09-18,2022-09-18,832.89,108.88,Delivered,0.0
